Afghanistan	LOCATION
Aland Islands	LOCATION
Albania	LOCATION
Algeria	LOCATION
American Samoa	LOCATION
Andorra	LOCATION
Angola	LOCATION
Anguilla	LOCATION
Antigua and Barbuda	LOCATION
Argentina	LOCATION
Armenia	LOCATION
Aruba	LOCATION
Australia	LOCATION
Austria	LOCATION
Azerbaijan	LOCATION
Bahamas	LOCATION
Bangladesh	LOCATION
Barbados	LOCATION
Belarus	LOCATION
Belgium	LOCATION
Belize	LOCATION
Benin	LOCATION
Bermuda	LOCATION
Bhutan	LOCATION
Bolivia	LOCATION
Bosnia and Herzegovina	LOCATION
Botswana	LOCATION
Bouvet Island	LOCATION
Brazil	LOCATION
British Indian Ocean Territory	LOCATION
Brunei Darussalam	LOCATION
Bulgaria	LOCATION
Burkina Faso	LOCATION
Burundi	LOCATION
Cambodia	LOCATION
Cameroon	LOCATION
Canada	LOCATION
Cape Verde	LOCATION
Cayman Islands	LOCATION
Central African Republic	LOCATION
Chad	LOCATION
Chile	LOCATION
China	LOCATION
Christmas Island	LOCATION
Cocos (Keeling) Islands	LOCATION
Colombia	LOCATION
Comoros	LOCATION
Congo	LOCATION
Congo, Democratic Republic of the	LOCATION
Cook Islands	LOCATION
Costa Rica	LOCATION
Côte d'Ivoire	LOCATION
Croatia	LOCATION
Cuba	LOCATION
Cyprus	LOCATION
Czech Republic	LOCATION
Djibouti	LOCATION
Dominica	LOCATION
Dominican Republic	LOCATION
Ecuador	LOCATION
Egypt	LOCATION
El Salvador	LOCATION
Equatorial Guinea	LOCATION
Eritrea	LOCATION
Estonia	LOCATION
Ethiopia	LOCATION
Falkland Islands (Malvinas)	LOCATION
Faroe Islands	LOCATION
Fiji	LOCATION
Finland	LOCATION
France	LOCATION
French Guiana	LOCATION
French Polynesia	LOCATION
French Southern Territories	LOCATION
Gabon	LOCATION
Georgia	LOCATION
Germany	LOCATION
Ghana	LOCATION
Gibraltar	LOCATION
Greece	LOCATION
Greenland	LOCATION
Grenada	LOCATION
Guadeloupe	LOCATION
Guam	LOCATION
Guatemala	LOCATION
Guernsey	LOCATION
Guinea	LOCATION
Guinea-Bissau	LOCATION
Guyana	LOCATION
Haiti	LOCATION
Holy See (Vatican City State)	LOCATION
Honduras	LOCATION
Hong Kong	LOCATION
Hungary	LOCATION
Iceland	LOCATION
India	LOCATION
Indonesia	LOCATION
Iran, Islamic Republic of	LOCATION
Iraq	LOCATION
Ireland	LOCATION
Isle of Man	LOCATION
Israel	LOCATION
Italy	LOCATION
Japan	LOCATION
Jersey	LOCATION
Jordan	LOCATION
Kazakhstan	LOCATION
Kenya	LOCATION
Kiribati	LOCATION
Korea, Democratic People's Republic of	LOCATION
Korea, Republic of	LOCATION
Kuwait	LOCATION
Kyrgyzstan	LOCATION
Lao People's Democratic Republic	LOCATION
Latvia	LOCATION
Lebanon	LOCATION
Lesotho	LOCATION
Liberia	LOCATION
Libyan Arab Jamahiriya	LOCATION
Liechtenstein	LOCATION
Lithuania	LOCATION
Luxembourg	LOCATION
Macedonia, the former Yugoslav Republic of	LOCATION
Madagascar	LOCATION
Malawi	LOCATION
Malaysia	LOCATION
Maldives	LOCATION
Mali	LOCATION
Malta	LOCATION
Marshall Islands	LOCATION
Martinique	LOCATION
Mauritania	LOCATION
Mauritius	LOCATION
Mayotte	LOCATION
Mexico	LOCATION
Micronesia, Federated States of	LOCATION
Moldova, Republic of	LOCATION
Monaco	LOCATION
Mongolia	LOCATION
Montenegro	LOCATION
Montserrat	LOCATION
Morocco	LOCATION
Mozambique	LOCATION
Myanmar	LOCATION
Namibia	LOCATION
Nauru	LOCATION
Nepal	LOCATION
Netherlands	LOCATION
Netherlands Antilles	LOCATION
New Caledonia	LOCATION
New Zealand	LOCATION
Nicaragua	LOCATION
Niger	LOCATION
Nigeria	LOCATION
Niue	LOCATION
Norfolk Island	LOCATION
Northern Mariana Islands	LOCATION
Norway	LOCATION
Oman	LOCATION
Pakistan	LOCATION
Palau	LOCATION
Palestinian Territory, Occupied	LOCATION
Panama	LOCATION
Papua New Guinea	LOCATION
Paraguay	LOCATION
Peru	LOCATION
Philippines	LOCATION
Pitcairn	LOCATION
Poland	LOCATION
Portugal	LOCATION
Puerto Rico	LOCATION
Qatar	LOCATION
Réunion	LOCATION
Russian Federation	LOCATION
Rwanda	LOCATION
Saint Barthélemy	LOCATION
Saint Helena	LOCATION
Saint Kitts and Nevis	LOCATION
Saint Lucia	LOCATION
Saint Martin (French part)	LOCATION
Saint Pierre and Miquelon	LOCATION
Saint Vincent and the Grenadines	LOCATION
Samoa	LOCATION
San Marino	LOCATION
Sao Tome and Principe	LOCATION
Saudi Arabia	LOCATION
Senegal	LOCATION
Serbia	LOCATION
Seychelles	LOCATION
Sierra Leone	LOCATION
Singapore	LOCATION
Slovakia	LOCATION
Slovenia	LOCATION
Solomon Islands	LOCATION
Somalia	LOCATION
South Africa	LOCATION
South Georgia and the South Sandwich Islands	LOCATION
Spain	LOCATION
Sri Lanka	LOCATION
Sudan	LOCATION
Suriname	LOCATION
Svalbard and Jan Mayen	LOCATION
Swaziland	LOCATION
Sweden	LOCATION
Switzerland	LOCATION
Syrian Arab Republic	LOCATION
Taiwan, Province of China	LOCATION
Tanzania, United Republic of	LOCATION
Thailand	LOCATION
Timor-Leste	LOCATION
Togo	LOCATION
Tokelau	LOCATION
Tonga	LOCATION
Trinidad and Tobago	LOCATION
Tunisia	LOCATION
Turkey	LOCATION
Turkmenistan	LOCATION
Turks and Caicos Islands	LOCATION
Tuvalu	LOCATION
Ukraine	LOCATION
United Arab Emirates	LOCATION
United Kingdom	LOCATION
United States	LOCATION
United States Minor Outlying Islands	LOCATION
Uruguay	LOCATION
Uzbekistan	LOCATION
Vanuatu	LOCATION
Venezuela	LOCATION
Viet Nam	LOCATION
Virgin Islands, British	LOCATION
Virgin Islands, U.S.	LOCATION
Wallis and Futuna	LOCATION
Yemen	LOCATION
Zambia	LOCATION
Zimbabwe	LOCATION
